pageid	domain	title
4234	tr.wikipedia.org	Bayburt (il)
4235	tr.wikipedia.org	Bayburt
4238	tr.wikipedia.org	Karaman
4240	tr.wikipedia.org	Kırıkkale (il)
4243	tr.wikipedia.org	Batman (il)
4246	tr.wikipedia.org	Şırnak (il)
4253	tr.wikipedia.org	Iğdır (il)
4254	tr.wikipedia.org	Iğdır
4259	tr.wikipedia.org	Karabük (il)
4262	tr.wikipedia.org	Kilis (il)
4265	tr.wikipedia.org	Osmaniye (il)
4270	tr.wikipedia.org	Bulgaristan
4275	tr.wikipedia.org	Josef Stalin
4288	tr.wikipedia.org	Merkür
4289	tr.wikipedia.org	Yunanistan
4306	tr.wikipedia.org	Finlandiya
4308	tr.wikipedia.org	Mısır
4310	tr.wikipedia.org	Isaac Newton
4320	tr.wikipedia.org	Efeler, Borçka
4321	tr.wikipedia.org	Efe
4335	tr.wikipedia.org	Beşinci İncil
4343	tr.wikipedia.org	Ayvalık
4375	tr.wikipedia.org	Avustralya
4376	tr.wikipedia.org	Bahamalar
4377	tr.wikipedia.org	Bangladeş
4378	tr.wikipedia.org	Barbados
4379	tr.wikipedia.org	Belize
4380	tr.wikipedia.org	Botsvana
4384	tr.wikipedia.org	Gambiya
4385	tr.wikipedia.org	Gana
4388	tr.wikipedia.org	Güney Afrika Cumhuriyeti
4391	tr.wikipedia.org	Kamerun
4392	tr.wikipedia.org	Kenya
4395	tr.wikipedia.org	Kiribati
4396	tr.wikipedia.org	Lesotho
4397	tr.wikipedia.org	Malavi
4400	tr.wikipedia.org	Malta
4402	tr.wikipedia.org	Mozambik
4403	tr.wikipedia.org	Namibya
4404	tr.wikipedia.org	Nauru
4405	tr.wikipedia.org	Nijerya
4406	tr.wikipedia.org	Pakistan
4407	tr.wikipedia.org	Papua Yeni Gine
4408	tr.wikipedia.org	Saint Kitts ve Nevis
4417	tr.wikipedia.org	Esvatini
4418	tr.wikipedia.org	Tanzanya
4419	tr.wikipedia.org	Tonga
4420	tr.wikipedia.org	Trinidad ve Tobago
4422	tr.wikipedia.org	Uganda
4423	tr.wikipedia.org	Vanuatu
4425	tr.wikipedia.org	Zambiya
4426	tr.wikipedia.org	MIPS mimarisi
4436	tr.wikipedia.org	Mutfak
4443	tr.wikipedia.org	Süleyman Demirel
4467	tr.wikipedia.org	Athena (müzik grubu)
4468	tr.wikipedia.org	Pink Floyd
4469	tr.wikipedia.org	Bryan Adams
4476	tr.wikipedia.org	MFÖ
4490	tr.wikipedia.org	Steve Vai
4512	tr.wikipedia.org	Hidrojen
4556	tr.wikipedia.org	Topkapı Sarayı
4597	tr.wikipedia.org	Volkswagen
4598	tr.wikipedia.org	San Marino
4605	tr.wikipedia.org	Ay
4608	tr.wikipedia.org	Kimya mühendisliği
4632	tr.wikipedia.org	Orta Doğu Teknik Üniversitesi
4638	tr.wikipedia.org	İntifada
4645	tr.wikipedia.org	Linux dağıtımı
4650	tr.wikipedia.org	Galileo Galilei
4661	tr.wikipedia.org	Anafilaksi
4679	tr.wikipedia.org	Barselona
4699	tr.wikipedia.org	Katalonya
4701	tr.wikipedia.org	Valensiya
4702	tr.wikipedia.org	Arif Sağ
4708	tr.wikipedia.org	Ahmet Kaya
4710	tr.wikipedia.org	Liberalizm
4711	tr.wikipedia.org	Ludwig Wittgenstein
4948	tr.wikipedia.org	Erkan Oğur
4958	tr.wikipedia.org	Aziz Nesin
4967	tr.wikipedia.org	DNA bilgisayarları
4979	tr.wikipedia.org	Dışsallık
4986	tr.wikipedia.org	Çerkesler
5001	tr.wikipedia.org	İngiltere
5019	tr.wikipedia.org	Yahudilik
5024	tr.wikipedia.org	Karaburun
5032	tr.wikipedia.org	Winamp
5040	tr.wikipedia.org	Şok (dolaşım)
5048	tr.wikipedia.org	Yüksek tansiyon
5055	tr.wikipedia.org	İbn Rüşd
5056	tr.wikipedia.org	İbn Haldun
5057	tr.wikipedia.org	Mukaddime
5062	tr.wikipedia.org	Paris
5063	tr.wikipedia.org	İslam İşbirliği Teşkilatı
5070	tr.wikipedia.org	Bilgisayar ağı
5071	tr.wikipedia.org	Jorge Luis Borges
5080	tr.wikipedia.org	Honoré de Balzac
5090	tr.wikipedia.org	Monarşi
5096	tr.wikipedia.org	Botanik
5114	tr.wikipedia.org	Brezilya
5128	tr.wikipedia.org	Girit
5145	tr.wikipedia.org	Bill Gates
5147	tr.wikipedia.org	İstinye
5154	tr.wikipedia.org	Beyoğlu
5156	tr.wikipedia.org	Lidya
5157	tr.wikipedia.org	Frigya
5163	tr.wikipedia.org	Tsunami
5168	tr.wikipedia.org	Cevdet Sunay
5169	tr.wikipedia.org	Arazi sanatı
5216	tr.wikipedia.org	Sinyal işleme
5233	tr.wikipedia.org	İbrahim Sadri
5255	tr.wikipedia.org	Dağcılık
5258	tr.wikipedia.org	Çufutkale
5271	tr.wikipedia.org	Kâzım Karabekir
5272	tr.wikipedia.org	Mehmet Esat Bülkat
5289	tr.wikipedia.org	Kırım Savaşı
5319	tr.wikipedia.org	Ödemiş
5320	tr.wikipedia.org	Cemal Gürsel
5327	tr.wikipedia.org	Elektromanyetik radyasyon
5337	tr.wikipedia.org	Anime
5340	tr.wikipedia.org	Elvis Presley
5341	tr.wikipedia.org	Michael Jackson
5343	tr.wikipedia.org	Ankara Üniversitesi Hukuk Fakültesi
5348	tr.wikipedia.org	Bolvadin
5349	tr.wikipedia.org	İbn Battuta
5356	tr.wikipedia.org	Tümör
5357	tr.wikipedia.org	Omurilik
5358	tr.wikipedia.org	Omur
5371	tr.wikipedia.org	Aritmetiğin temel teoremi
5372	tr.wikipedia.org	Asal sayı
5417	tr.wikipedia.org	Uyku
5457	tr.wikipedia.org	Kömür
5501	tr.wikipedia.org	Tarabya
5506	tr.wikipedia.org	Ken Loach
5529	tr.wikipedia.org	Fritz Lang
5539	tr.wikipedia.org	Hidrojen depolama
5540	tr.wikipedia.org	Termoelektrik soğutma
5547	tr.wikipedia.org	Tevrat
5574	tr.wikipedia.org	Venedik Okulu
5587	tr.wikipedia.org	İncil
5588	tr.wikipedia.org	Eski Ahit
5589	tr.wikipedia.org	Yeni Ahit
5595	tr.wikipedia.org	İsa
5596	tr.wikipedia.org	Mustafa Sandal
5606	tr.wikipedia.org	Otizm
5607	tr.wikipedia.org	Antibiyotik
5608	tr.wikipedia.org	Bakteri
5625	tr.wikipedia.org	Galata Kulesi
5641	tr.wikipedia.org	Televizyon
5642	tr.wikipedia.org	Mitoloji
5691	tr.wikipedia.org	Tarih öncesi
5701	tr.wikipedia.org	İlahiyat
5715	tr.wikipedia.org	Budizm
5720	tr.wikipedia.org	Fas
5722	tr.wikipedia.org	Python
5739	tr.wikipedia.org	Beyin
5741	tr.wikipedia.org	Paranoya
5743	tr.wikipedia.org	Yıldırım Akbulut
5744	tr.wikipedia.org	Hacettepe Üniversitesi
5751	tr.wikipedia.org	Mekanik
5759	tr.wikipedia.org	Çukurova Üniversitesi
5764	tr.wikipedia.org	İsveç
5770	tr.wikipedia.org	Hülya Avşar
5782	tr.wikipedia.org	Akdeniz Bölgesi
5783	tr.wikipedia.org	Gelgit
5784	tr.wikipedia.org	Pozantı
5785	tr.wikipedia.org	Kozan
5788	tr.wikipedia.org	Oğuz Atay
5796	tr.wikipedia.org	Dolmabahçe Sarayı
5799	tr.wikipedia.org	Évariste Galois
5802	tr.wikipedia.org	İstanbul Teknik Üniversitesi
5807	tr.wikipedia.org	Şizofreni
5809	tr.wikipedia.org	Tasavvuf
5810	tr.wikipedia.org	Robotik
5811	tr.wikipedia.org	Kyoto Protokolü
5822	tr.wikipedia.org	Capoeira
5837	tr.wikipedia.org	Türev
5842	tr.wikipedia.org	Vize, Kırklareli
5846	tr.wikipedia.org	Omega-3 yağ asitleri
5855	tr.wikipedia.org	Suşehri
5873	tr.wikipedia.org	Miyase Sertbarut
5885	tr.wikipedia.org	Sol Parti (Türkiye)
5887	tr.wikipedia.org	Trablusgarp Savaşı
5893	tr.wikipedia.org	Briç
5894	tr.wikipedia.org	Çanakkale Savaşı
5896	tr.wikipedia.org	Pardus
5901	tr.wikipedia.org	Herbert Spencer
5902	tr.wikipedia.org	İran
5903	tr.wikipedia.org	I. Dünya Savaşı
5904	tr.wikipedia.org	Atlantis
5938	tr.wikipedia.org	Taksim Meydanı
5946	tr.wikipedia.org	Derleyici
5953	tr.wikipedia.org	Polonya
5961	tr.wikipedia.org	Sümerler
5965	tr.wikipedia.org	Avrupa Birliği'nin genişlemesi
5966	tr.wikipedia.org	RNA
5969	tr.wikipedia.org	Steven Spielberg
5977	tr.wikipedia.org	Angola
5983	tr.wikipedia.org	Brad Pitt
5986	tr.wikipedia.org	Satürn
5989	tr.wikipedia.org	Tavşanlı
5999	tr.wikipedia.org	İstanbul Üniversitesi Hukuk Fakültesi
6000	tr.wikipedia.org	İstanbul Üniversitesi
6002	tr.wikipedia.org	Trabzonspor
6004	tr.wikipedia.org	Uzunköprü
6011	tr.wikipedia.org	Neptün
6012	tr.wikipedia.org	Kuzey Makedonya
6023	tr.wikipedia.org	Güneydoğu Anadolu Projesi
6058	tr.wikipedia.org	Vampir
6149	tr.wikipedia.org	Litvanya
6151	tr.wikipedia.org	Hırvatistan
6165	tr.wikipedia.org	Deniz Harp Okulu
6180	tr.wikipedia.org	Yapay zekâ
6183	tr.wikipedia.org	Matematiksel mantık
6186	tr.wikipedia.org	Bilgisayar virüsü
6200	tr.wikipedia.org	Samuel Beckett
6215	tr.wikipedia.org	Cep bilgisayarı
6230	tr.wikipedia.org	2007
6231	tr.wikipedia.org	Dünya nüfusu
6232	tr.wikipedia.org	Hayfa
6234	tr.wikipedia.org	İngilizce
6235	tr.wikipedia.org	Kırım Tatarları
6236	tr.wikipedia.org	Asya
6237	tr.wikipedia.org	Afrika
6238	tr.wikipedia.org	Antarktika
6240	tr.wikipedia.org	Okyanusya
6244	tr.wikipedia.org	Kültür
6253	tr.wikipedia.org	II. Abdülhamid
6258	tr.wikipedia.org	Ermenistan
6259	tr.wikipedia.org	Pazarlama
6269	tr.wikipedia.org	Benito Mussolini
6274	tr.wikipedia.org	Moren
6276	tr.wikipedia.org	Elektromanyetik spektrum
6323	tr.wikipedia.org	Karadeniz Bölgesi
6328	tr.wikipedia.org	RAM
6334	tr.wikipedia.org	Komünizm
6342	tr.wikipedia.org	Demirci, Manisa
6347	tr.wikipedia.org	Teori
6352	tr.wikipedia.org	LED
6357	tr.wikipedia.org	LSD
6360	tr.wikipedia.org	Miniatürk
6363	tr.wikipedia.org	Kenan Evren
6371	tr.wikipedia.org	Orhan Gencebay
6373	tr.wikipedia.org	Yıldız Savaşları (anlam ayrımı)
6401	tr.wikipedia.org	Türkiye Sakatlar Derneği
6406	tr.wikipedia.org	GNU Genel Kamu Lisansı
6411	tr.wikipedia.org	Hacettepe Üniversitesi Ankara Devlet Konservatuvarı
6447	tr.wikipedia.org	Akışkanlar mekaniği
6487	tr.wikipedia.org	Kral Arthur
6488	tr.wikipedia.org	Sabahattin Ali
6494	tr.wikipedia.org	Elam
6565	tr.wikipedia.org	Fethi Okyar
6569	tr.wikipedia.org	Poliamori
6596	tr.wikipedia.org	Ekrem Akurgal
6604	tr.wikipedia.org	Seattle
6614	tr.wikipedia.org	Ege Bölgesi
6637	tr.wikipedia.org	Kireç taşı
6639	tr.wikipedia.org	Dolomit
6655	tr.wikipedia.org	Symbian (işletim sistemi)
6664	tr.wikipedia.org	Babaeski
6710	tr.wikipedia.org	Enderûn
6761	tr.wikipedia.org	Cebir
6766	tr.wikipedia.org	Pyotr Kropotkin
6787	tr.wikipedia.org	Leonardo da Vinci
6799	tr.wikipedia.org	Troya
6819	tr.wikipedia.org	Hollanda Antilleri
6826	tr.wikipedia.org	Venezuela
6846	tr.wikipedia.org	İktidar (toplumsal ve siyasal)
6851	tr.wikipedia.org	Sovyetler Birliği
6864	tr.wikipedia.org	Sistem
6885	tr.wikipedia.org	Kolombiya
6930	tr.wikipedia.org	Belirme
6934	tr.wikipedia.org	Keşan
6942	tr.wikipedia.org	Saraybosna
6980	tr.wikipedia.org	Ege Adaları
6981	tr.wikipedia.org	Etik
6982	tr.wikipedia.org	Epistemoloji
6984	tr.wikipedia.org	Yapısalcılık
6986	tr.wikipedia.org	Ingmar Bergman
7002	tr.wikipedia.org	Burkina Faso
7007	tr.wikipedia.org	2008
7029	tr.wikipedia.org	POP3
7032	tr.wikipedia.org	SMTP
7033	tr.wikipedia.org	Jüpiter
7034	tr.wikipedia.org	Gmail
7036	tr.wikipedia.org	IMAP
7043	tr.wikipedia.org	Ayrton Senna
7048	tr.wikipedia.org	Kur'an
7050	tr.wikipedia.org	Mali
7073	tr.wikipedia.org	Athena
7085	tr.wikipedia.org	VoIP
7088	tr.wikipedia.org	Béla Bartók
7091	tr.wikipedia.org	Melih Kibar
7093	tr.wikipedia.org	Ahmet Adnan Saygun
7104	tr.wikipedia.org	Carl Sagan
7119	tr.wikipedia.org	Jüpiter'in doğal uyduları
7122	tr.wikipedia.org	Mantık
7123	tr.wikipedia.org	Deneycilik
7125	tr.wikipedia.org	Bilinç
7132	tr.wikipedia.org	Dinozor
7138	tr.wikipedia.org	Meksika
7149	tr.wikipedia.org	Gökçeada
7162	tr.wikipedia.org	Satranç
7167	tr.wikipedia.org	Alan Turing
7170	tr.wikipedia.org	Sait Faik Abasıyanık
7172	tr.wikipedia.org	Orhan Kemal
7231	tr.wikipedia.org	Böcek
7248	tr.wikipedia.org	Tutunamayanlar
7252	tr.wikipedia.org	Gelibolu
7261	tr.wikipedia.org	Nijer
7263	tr.wikipedia.org	Togo
7264	tr.wikipedia.org	Gine
7265	tr.wikipedia.org	Senegal
7269	tr.wikipedia.org	Moritanya
7294	tr.wikipedia.org	İskender
7301	tr.wikipedia.org	Werner Heisenberg
7303	tr.wikipedia.org	Max Planck
7307	tr.wikipedia.org	James Clerk Maxwell
7338	tr.wikipedia.org	Rüzgâr
7343	tr.wikipedia.org	Reşat Nuri Güntekin
7527	tr.wikipedia.org	GNU Özgür Belgeleme Lisansı
7533	tr.wikipedia.org	Rönesans
7535	tr.wikipedia.org	Fransızca
7555	tr.wikipedia.org	CIA
7557	tr.wikipedia.org	Demirhan Baylan
7558	tr.wikipedia.org	Charles Darwin
7562	tr.wikipedia.org	Hunlar
7564	tr.wikipedia.org	Hititler
7566	tr.wikipedia.org	Pier Paolo Pasolini
7581	tr.wikipedia.org	Millî İstihbarat Teşkilatı
7596	tr.wikipedia.org	Cennetin Krallığı
7601	tr.wikipedia.org	Filipinler
7604	tr.wikipedia.org	Hadis
7627	tr.wikipedia.org	Jüpiter'in atmosferi
7632	tr.wikipedia.org	Dire Straits
7639	tr.wikipedia.org	Amasra
7643	tr.wikipedia.org	Pierre de Fermat
7645	tr.wikipedia.org	Behçet Necatigil
7657	tr.wikipedia.org	Meksiko
7692	tr.wikipedia.org	Wilhelm Reich
7694	tr.wikipedia.org	Viyana
7702	tr.wikipedia.org	Paraguay
7718	tr.wikipedia.org	George Washington
7733	tr.wikipedia.org	Demokrasi
7747	tr.wikipedia.org	Émile Durkheim
7748	tr.wikipedia.org	Max Weber
7758	tr.wikipedia.org	Tevfik Fikret
7761	tr.wikipedia.org	Dijital illüstrasyon
7766	tr.wikipedia.org	Kurt Vonnegut
7780	tr.wikipedia.org	Gönen, Balıkesir
7781	tr.wikipedia.org	Hiroşima
7784	tr.wikipedia.org	Hârizmî
7851	tr.wikipedia.org	Buenos Aires
7853	tr.wikipedia.org	Çorlu
7864	tr.wikipedia.org	Amsterdam
7877	tr.wikipedia.org	Gearing sınıfı muhrip
7891	tr.wikipedia.org	Alfred Nobel
7909	tr.wikipedia.org	Satürn'ün halkaları
7916	tr.wikipedia.org	Montevideo
7929	tr.wikipedia.org	İbn-i Sina
7932	tr.wikipedia.org	Bişkek
7976	tr.wikipedia.org	Afife Jale
7977	tr.wikipedia.org	Şimşek ve yıldırım
7988	tr.wikipedia.org	Aristoteles
7991	tr.wikipedia.org	Andrew Jackson
7994	tr.wikipedia.org	Postmodernizm
7997	tr.wikipedia.org	Fobi
8046	tr.wikipedia.org	Fütürizm
8062	tr.wikipedia.org	Orhun Yazıtları
8074	tr.wikipedia.org	Demokratik Sol Parti
8112	tr.wikipedia.org	Tango
8120	tr.wikipedia.org	Köyceğiz
8128	tr.wikipedia.org	Köstence
8148	tr.wikipedia.org	Belirsizlik ilkesi
8155	tr.wikipedia.org	Brian May
8159	tr.wikipedia.org	Tahran
8167	tr.wikipedia.org	Pirinç
8168	tr.wikipedia.org	Momentum
8172	tr.wikipedia.org	Ara Güler
8173	tr.wikipedia.org	Marmara Üniversitesi
8200	tr.wikipedia.org	Muhyiddin İbnü'l-Arabî
8209	tr.wikipedia.org	Murat Belge
8218	tr.wikipedia.org	Radyoaktivite
8239	tr.wikipedia.org	UPnP
8240	tr.wikipedia.org	SNMP
8269	tr.wikipedia.org	Fildişi Sahili
8277	tr.wikipedia.org	Liberal Demokrat Parti (Türkiye)
8286	tr.wikipedia.org	Erwin Rommel
8337	tr.wikipedia.org	Kan
8343	tr.wikipedia.org	Ateroskleroz
8353	tr.wikipedia.org	Pîrî Reis
8359	tr.wikipedia.org	Atasözü
8365	tr.wikipedia.org	Yağlı güreş
8372	tr.wikipedia.org	Gravür
8373	tr.wikipedia.org	Dokuma
8381	tr.wikipedia.org	İslam
8392	tr.wikipedia.org	Demir Demirkan
8410	tr.wikipedia.org	Tekel
8417	tr.wikipedia.org	Kurt Cobain
8422	tr.wikipedia.org	Atina
8423	tr.wikipedia.org	Selanik
8424	tr.wikipedia.org	Akdeniz
8463	tr.wikipedia.org	Gheorghe Hagi
8464	tr.wikipedia.org	Metin Oktay
8470	tr.wikipedia.org	Manyetik alan
8515	tr.wikipedia.org	Ağaç
8533	tr.wikipedia.org	Göktürk Kağanlığı
8534	tr.wikipedia.org	Horus
8546	tr.wikipedia.org	Fizik mühendisliği
8558	tr.wikipedia.org	Masonluk
8561	tr.wikipedia.org	Satürn'ün doğal uyduları
8569	tr.wikipedia.org	The Beatles
8586	tr.wikipedia.org	Bruce Springsteen
8588	tr.wikipedia.org	Can Yücel
8590	tr.wikipedia.org	Elektrik
8599	tr.wikipedia.org	Balıklıgöl
8618	tr.wikipedia.org	Fotoğraf
8637	tr.wikipedia.org	Anamur
8640	tr.wikipedia.org	Uranüs
8647	tr.wikipedia.org	İsmet Özel
8671	tr.wikipedia.org	Zeki Müren
8673	tr.wikipedia.org	Suriye
8688	tr.wikipedia.org	Disket
8692	tr.wikipedia.org	Johann Sebastian Bach
8708	tr.wikipedia.org	Fonksiyon (matematik)
8709	tr.wikipedia.org	Riemann toplamı
8726	tr.wikipedia.org	Fatih
8728	tr.wikipedia.org	Bayrampaşa
8732	tr.wikipedia.org	Türkiye Eğitim Gönüllüleri Vakfı
8736	tr.wikipedia.org	Marmara Denizi
8746	tr.wikipedia.org	Işık
8759	tr.wikipedia.org	Dilbilim
8773	tr.wikipedia.org	Meteoroit
8780	tr.wikipedia.org	Osmanlı padişahları listesi
8788	tr.wikipedia.org	Mimar Sinan
8795	tr.wikipedia.org	Kuşadası
8805	tr.wikipedia.org	Michel Foucault
8824	tr.wikipedia.org	Amiga
8834	tr.wikipedia.org	OpenSUSE
8837	tr.wikipedia.org	Lezbiyen
8851	tr.wikipedia.org	Mikrodenetleyici
8858	tr.wikipedia.org	DVD
8886	tr.wikipedia.org	Başar Sabuncu
8895	tr.wikipedia.org	Tunç Başaran
8900	tr.wikipedia.org	Metin Erksan
8901	tr.wikipedia.org	Muhsin Ertuğrul
8904	tr.wikipedia.org	Ömer Kavur
8907	tr.wikipedia.org	Ferzan Özpetek
8908	tr.wikipedia.org	Halit Refiğ
8910	tr.wikipedia.org	Yavuz Turgul
8911	tr.wikipedia.org	Yeşim Ustaoğlu
8912	tr.wikipedia.org	Atıf Yılmaz
8949	tr.wikipedia.org	İstatistik
8955	tr.wikipedia.org	Kızılçam
8958	tr.wikipedia.org	Çınar
8967	tr.wikipedia.org	Güneş
8971	tr.wikipedia.org	Fethullah Gülen
8994	tr.wikipedia.org	Anadol
9008	tr.wikipedia.org	Pasaport
9016	tr.wikipedia.org	Arama motoru
9031	tr.wikipedia.org	Tenis
9041	tr.wikipedia.org	Vergi
9054	tr.wikipedia.org	James Monroe
9072	tr.wikipedia.org	Termodinamik
9074	tr.wikipedia.org	Mecelle
9105	tr.wikipedia.org	Sokollu Mehmed Paşa
9106	tr.wikipedia.org	Guns N' Roses
9115	tr.wikipedia.org	Abdülaziz
9123	tr.wikipedia.org	İbrahim Çallı
9135	tr.wikipedia.org	Salsa (dans)
9180	tr.wikipedia.org	Abdal
9183	tr.wikipedia.org	Obi-Wan Kenobi
9188	tr.wikipedia.org	Londra
9192	tr.wikipedia.org	Budapeşte
9195	tr.wikipedia.org	Bağdat
9196	tr.wikipedia.org	Erivan
9197	tr.wikipedia.org	Helsinki
9198	tr.wikipedia.org	Dublin
9201	tr.wikipedia.org	Madrid
9248	tr.wikipedia.org	Özbekler
9253	tr.wikipedia.org	Adapazarı
9282	tr.wikipedia.org	Güney Kore
9295	tr.wikipedia.org	ISDN
9309	tr.wikipedia.org	I. Bayezid
9310	tr.wikipedia.org	I. Mehmed
9312	tr.wikipedia.org	II. Bayezid
9313	tr.wikipedia.org	I. Selim
9319	tr.wikipedia.org	Stockholm
9334	tr.wikipedia.org	Esrar
9364	tr.wikipedia.org	VI. Mehmed
9367	tr.wikipedia.org	V. Mehmed
9370	tr.wikipedia.org	King
9375	tr.wikipedia.org	V. Murad
9376	tr.wikipedia.org	Abdülmecid
9377	tr.wikipedia.org	II. Mahmud
9378	tr.wikipedia.org	IV. Mustafa
9379	tr.wikipedia.org	III. Selim
9380	tr.wikipedia.org	I. Abdülhamid
9392	tr.wikipedia.org	Müslüman
9394	tr.wikipedia.org	6-7 Eylül Olayları
9400	tr.wikipedia.org	Rum
9401	tr.wikipedia.org	Karamanlılar
9402	tr.wikipedia.org	İstanbul Rum Ortodoks Patrikhanesi
9412	tr.wikipedia.org	Emek Partisi
9419	tr.wikipedia.org	Sözde rassal sayı üreteci
9422	tr.wikipedia.org	Mahzuni Şerif
9426	tr.wikipedia.org	Fermiyon
9452	tr.wikipedia.org	Meşe
9464	tr.wikipedia.org	Tire, İzmir
9475	tr.wikipedia.org	Rusya
9489	tr.wikipedia.org	Gabon
9506	tr.wikipedia.org	Nümismatik
9512	tr.wikipedia.org	Zurna
9536	tr.wikipedia.org	Macintosh
9553	tr.wikipedia.org	Dışişleri Bakanlığı (Türkiye)
9557	tr.wikipedia.org	Kütleçekim
9559	tr.wikipedia.org	Madenî para
9577	tr.wikipedia.org	Yerçekimi
9599	tr.wikipedia.org	Safranbolu
9617	tr.wikipedia.org	Cahit Sıtkı Tarancı
9635	tr.wikipedia.org	FC Bayern München
9637	tr.wikipedia.org	AC Milan
9672	tr.wikipedia.org	Eskişehir Osmangazi Üniversitesi
9676	tr.wikipedia.org	Yusufeli
9683	tr.wikipedia.org	Windows NT
9684	tr.wikipedia.org	Mikro çekirdek
9691	tr.wikipedia.org	Arhavi
9699	tr.wikipedia.org	MS-DOS
9709	tr.wikipedia.org	Cengiz Aytmatov
9717	tr.wikipedia.org	Kastamonuspor
9730	tr.wikipedia.org	1999 Gölcük depremi
9740	tr.wikipedia.org	Bisiklet
9741	tr.wikipedia.org	Bisiklet (spor)
9773	tr.wikipedia.org	Bakır
9786	tr.wikipedia.org	Devrekani
9792	tr.wikipedia.org	ASALA
9889	tr.wikipedia.org	Lübnan sediri
9892	tr.wikipedia.org	Ihlamur
9898	tr.wikipedia.org	Jim Morrison
9945	tr.wikipedia.org	Doğu Karadeniz göknarı
9965	tr.wikipedia.org	Akdamar Adası
9966	tr.wikipedia.org	Biyopsi
9988	tr.wikipedia.org	Küçük Kaynarca Antlaşması
10000	tr.wikipedia.org	Süt
10012	tr.wikipedia.org	Seydişehir
10022	tr.wikipedia.org	Bolivya
10027	tr.wikipedia.org	Fidel Castro
10036	tr.wikipedia.org	Mao Zedong
10037	tr.wikipedia.org	Kumtaşı
10039	tr.wikipedia.org	İpsala
10049	tr.wikipedia.org	Cenevre
10052	tr.wikipedia.org	Oslo
10053	tr.wikipedia.org	Kopenhag
10066	tr.wikipedia.org	Akçaağaç
10092	tr.wikipedia.org	İnsan penisi
10111	tr.wikipedia.org	Sensör
10127	tr.wikipedia.org	Ajda Pekkan
10147	tr.wikipedia.org	Ahmet Altan
10162	tr.wikipedia.org	Limit
10202	tr.wikipedia.org	Justine Henin
10208	tr.wikipedia.org	Superman
10272	tr.wikipedia.org	Karaçam
10285	tr.wikipedia.org	Said Nursî
10316	tr.wikipedia.org	Osman Gazi
10328	tr.wikipedia.org	Pergamon
10347	tr.wikipedia.org	Tümeller tartışması
10377	tr.wikipedia.org	Michael Schumacher
10382	tr.wikipedia.org	Haldun Dormen
10385	tr.wikipedia.org	Işıl Kasapoğlu
10397	tr.wikipedia.org	Ceyhan
10442	tr.wikipedia.org	Vladimir Mayakovski
10449	tr.wikipedia.org	Johann Wolfgang von Goethe
10466	tr.wikipedia.org	Romantizm
10469	tr.wikipedia.org	Natüralizm
10476	tr.wikipedia.org	PHP
10523	tr.wikipedia.org	Endokrinoloji
10531	tr.wikipedia.org	Enez
10532	tr.wikipedia.org	Timur
10542	tr.wikipedia.org	Homofobi
10543	tr.wikipedia.org	Immanuel Kant
10549	tr.wikipedia.org	Eşcinsellik
10563	tr.wikipedia.org	AES
10571	tr.wikipedia.org	Antakya
10590	tr.wikipedia.org	Ergin Orbey
10602	tr.wikipedia.org	KDE
10620	tr.wikipedia.org	Lozan Antlaşması
10621	tr.wikipedia.org	Melamilik
10631	tr.wikipedia.org	Refik Erduran
10647	tr.wikipedia.org	Cemil Meriç
10649	tr.wikipedia.org	Jerzy Kosiński
10658	tr.wikipedia.org	Astsubay
11079	tr.wikipedia.org	Kırcaali
11084	tr.wikipedia.org	Platon
11087	tr.wikipedia.org	Mahatma Gandi
11090	tr.wikipedia.org	Evrim
11098	tr.wikipedia.org	Faust (Goethe)
11099	tr.wikipedia.org	Şeytan
11112	tr.wikipedia.org	Otlukbeli Muharebesi
11121	tr.wikipedia.org	Michelangelo
11135	tr.wikipedia.org	Ferhan Şensoy
11139	tr.wikipedia.org	Bauhaus
11147	tr.wikipedia.org	Go
11180	tr.wikipedia.org	Intel
11228	tr.wikipedia.org	Pekin
11239	tr.wikipedia.org	Bıçak Sırtı
11240	tr.wikipedia.org	John Lennon
11254	tr.wikipedia.org	Grup Vitamin
11262	tr.wikipedia.org	Tom Cruise
11296	tr.wikipedia.org	Kaan Tangöze
11303	tr.wikipedia.org	Sivas Katliamı
11305	tr.wikipedia.org	UDP
11307	tr.wikipedia.org	Sabit disk sürücüsü
11314	tr.wikipedia.org	Mikroprogramlama
11330	tr.wikipedia.org	Tepecik (bitki)
11336	tr.wikipedia.org	Solomon Adaları
11337	tr.wikipedia.org	Sakalar
11356	tr.wikipedia.org	Atmacagiller
11371	tr.wikipedia.org	Ağaç serçesi
11429	tr.wikipedia.org	Aile
11445	tr.wikipedia.org	Dış kaynak kullanımı
11484	tr.wikipedia.org	Marsias
11499	tr.wikipedia.org	Mathematica
11556	tr.wikipedia.org	Fyodor Dostoyevski
11595	tr.wikipedia.org	Maskülizm
11596	tr.wikipedia.org	Feminizm
11603	tr.wikipedia.org	Talat Aydemir
11605	tr.wikipedia.org	12 Mart Muhtırası
11606	tr.wikipedia.org	Mistisizm
11607	tr.wikipedia.org	Freddie Mercury
11624	tr.wikipedia.org	Ziya Gökalp
11636	tr.wikipedia.org	Dış merkezlik (astronomi)
11644	tr.wikipedia.org	Kayserispor
11663	tr.wikipedia.org	Anakart
11666	tr.wikipedia.org	Joker (karakter)
